propriétaire,registration,icao24,departure_date_only_utc,departure_date_utc,arrival_date_utc,airport_departure,airport_arrival,flight_duration_str,flight_duration_min,kerosene_litres,co2_emission_tonnes,distance_km,iso_country_dep,iso_country_arr,routes,airport_dep_icao,airport_arr_icao,latitude_dep,longitude_dep,latitude_arr,longitude_arr,altitude_dep_m,altitude_arr_m,path_csv
Valljet,F-HRIB,39C501,2021-12-18,2021-12-18 18:22:18.530000+00:00,2021-12-18 19:20:00.330000+00:00,EuroAirport Basel-Mulhouse-Freiburg Airport,Paris-Le Bourget Airport,58min,57.68,489.5,1.3,405.0,FR,FR,EuroAirport Basel-Mulhouse-Freiburg Airport - Paris-Le Bourget Airport,LFSB,LFPB,47.610649,7.516198,48.966158,2.445036,84.0,-130.0,output\F-HRIB\2021-12-18\leg_3\F-HRIB_baro_2021-12-18_leg_3.csv
Valljet,F-HRIB,39C501,2021-12-18,2021-12-18 11:10:20.929000+00:00,2021-12-18 12:04:43.429000+00:00,Paris-Le Bourget Airport,EuroAirport Basel-Mulhouse-Freiburg Airport,54min,54.37,461.4,1.2,408.0,FR,FR,Paris-Le Bourget Airport - EuroAirport Basel-Mulhouse-Freiburg Airport,LFPB,LFSB,48.963776,2.42157,47.601242,7.528725,-140.0,91.0,output\F-HRIB\2021-12-18\leg_1\F-HRIB_baro_2021-12-18_leg_1.csv
Valljet,F-HRIB,39C501,2021-12-17,2021-12-17 17:15:29.583000+00:00,2021-12-17 18:17:16.983000+00:00,Lyon-Bron Airport,Paris-Le Bourget Airport,1h02min,61.78,524.3,1.3,407.0,FR,FR,Lyon-Bron Airport - Paris-Le Bourget Airport,LFLY,LFPB,45.722076,4.94425,48.963504,2.445542,30.0,-137.0,output\F-HRIB\2021-12-17\leg_2\F-HRIB_baro_2021-12-17_leg_2.csv
Valljet,F-HRIB,39C501,2021-12-17,2021-12-17 10:18:28.983000+00:00,2021-12-17 10:48:42.383000+00:00,Nîmes-Arles-Camargue Airport,Lyon-Bron Airport,30min,30.22,256.5,0.7,221.0,FR,FR,Nîmes-Arles-Camargue Airport - Lyon-Bron Airport,LFTW,LFLY,43.771719,4.415981,45.729355,4.939493,318.0,15.0,output\F-HRIB\2021-12-17\leg_1\F-HRIB_baro_2021-12-17_leg_1.csv
Valljet,F-HRIB,39C501,2021-12-16,2021-12-16 15:24:02.992000+00:00,2021-12-16 16:21:27.492000+00:00,Bordeaux-Merignac Airport,Montpellier-Mediterranee Airport,57min,57.4,487.1,1.3,417.0,FR,FR,Bordeaux-Merignac Airport - Montpellier-Mediterranee Airport,LFBD,LFMT,44.835624,-0.697297,43.530807,4.189496,-91.0,1070.0,output\F-HRIB\2021-12-16\leg_4\F-HRIB_baro_2021-12-16_leg_4.csv
Valljet,F-HRIB,39C501,2021-12-16,2021-12-16 12:05:14.992000+00:00,2021-12-16 12:47:51.092000+00:00,Nantes Atlantique Airport,Bordeaux-Merignac Airport,43min,42.6,361.5,0.9,267.0,FR,FR,Nantes Atlantique Airport - Bordeaux-Merignac Airport,LFRS,LFBD,47.154373,-1.610046,44.835577,-0.697364,5.0,-99.0,output\F-HRIB\2021-12-16\leg_2\F-HRIB_baro_2021-12-16_leg_2.csv
Valljet,F-HRIB,39C501,2021-12-16,2021-12-16 06:35:05.092000+00:00,2021-12-16 07:35:25.292000+00:00,Paris-Le Bourget Airport,Nantes Atlantique Airport,1h00min,60.33,512.0,1.3,365.0,FR,FR,Paris-Le Bourget Airport - Nantes Atlantique Airport,LFPB,LFRS,48.962852,2.444675,47.134001,-1.625554,-145.0,-76.0,output\F-HRIB\2021-12-16\leg_1\F-HRIB_baro_2021-12-16_leg_1.csv
Valljet,F-HRIB,39C501,2021-12-14,2021-12-14 17:05:40.507000+00:00,2021-12-14 18:55:55.607000+00:00,Ljubljana Jože Pučnik Airport,Paris-Le Bourget Airport,1h50min,110.25,935.7,2.4,939.0,SI,FR,Ljubljana Jože Pučnik Airport - Paris-Le Bourget Airport,LJLJ,LFPB,46.245621,14.291538,48.963411,2.445542,2213.0,-99.0,output\F-HRIB\2021-12-14\leg_1\F-HRIB_baro_2021-12-14_leg_1.csv
Valljet,F-HRIB,39C501,2021-12-13,2021-12-13 15:51:03.796000+00:00,2021-12-13 17:31:51.096000+00:00,Paris-Le Bourget Airport,Ljubljana Jože Pučnik Airport,1h41min,100.78,855.3,2.2,962.0,FR,SI,Paris-Le Bourget Airport - Ljubljana Jože Pučnik Airport,LFPB,LJLJ,48.963271,2.445036,46.060925,14.493233,-69.0,2024.0,output\F-HRIB\2021-12-13\leg_1\F-HRIB_baro_2021-12-13_leg_1.csv
Valljet,F-HRIB,39C501,2021-12-10,2021-12-10 15:45:40.498000+00:00,2021-12-10 16:34:54.597000+00:00,Luxembourg-Findel International Airport,Paris-Le Bourget Airport,49min,49.23,417.8,1.1,284.0,LU,FR,Luxembourg-Findel International Airport - Paris-Le Bourget Airport,ELLX,LFPB,49.628815,6.20995,48.963181,2.444951,541.0,137.0,output\F-HRIB\2021-12-10\leg_1\F-HRIB_baro_2021-12-10_leg_1.csv
Valljet,F-HRIB,39C501,2021-12-09,2021-12-09 18:33:03.853000+00:00,2021-12-09 19:22:59.553000+00:00,Paris-Le Bourget Airport,Luxembourg-Findel International Airport,50min,49.92,423.7,1.1,284.0,FR,LU,Paris-Le Bourget Airport - Luxembourg-Findel International Airport,LFPB,ELLX,48.966716,2.444747,49.629456,6.210022,122.0,442.0,output\F-HRIB\2021-12-09\leg_2\F-HRIB_baro_2021-12-09_leg_2.csv
Valljet,F-HRIB,39C501,2021-12-09,2021-12-09 06:34:09.853000+00:00,2021-12-09 07:50:23.953000+00:00,Friedrichshafen Airport,Paris-Le Bourget Airport,1h16min,76.23,646.9,1.7,543.0,DE,FR,Friedrichshafen Airport - Paris-Le Bourget Airport,EDNY,LFPB,47.670236,9.508667,48.963455,2.445585,531.0,99.0,output\F-HRIB\2021-12-09\leg_1\F-HRIB_baro_2021-12-09_leg_1.csv
Valljet,F-HRIB,39C501,2021-12-08,2021-12-08 10:29:28.875000+00:00,2021-12-08 11:46:18.375000+00:00,Paris-Le Bourget Airport,Friedrichshafen Airport,1h17min,76.82,651.9,1.7,544.0,FR,DE,Paris-Le Bourget Airport - Friedrichshafen Airport,LFPB,EDNY,48.964063,2.44547,47.672983,9.520569,175.0,514.0,output\F-HRIB\2021-12-08\leg_1\F-HRIB_baro_2021-12-08_leg_1.csv
Valljet,F-HRIB,39C501,2021-12-05,2021-12-05 15:55:13.787000+00:00,2021-12-05 17:01:02.287000+00:00,Eindhoven Airport,Paris-Le Bourget Airport,1h06min,65.8,558.4,1.4,348.0,NL,FR,Eindhoven Airport - Paris-Le Bourget Airport,EHEH,LFPB,51.454514,5.385602,48.963271,2.445036,91.0,103.0,output\F-HRIB\2021-12-05\leg_1\F-HRIB_baro_2021-12-05_leg_1.csv
Valljet,F-HRIB,39C501,2021-12-02,2021-12-02 16:26:56.395000+00:00,2021-12-02 19:02:58.995000+00:00,Paris-Le Bourget Airport,Paris-Le Bourget Airport,2h36min,156.03,1324.2,3.4,0.0,FR,FR,Paris-Le Bourget Airport - Paris-Le Bourget Airport,LFPB,LFPB,48.966577,2.444819,48.963409,2.445233,61.0,46.0,output\F-HRIB\2021-12-02\leg_3\F-HRIB_baro_2021-12-02_leg_3.csv
Valljet,F-HRIB,39C501,2021-12-02,2021-12-02 13:28:17.795000+00:00,2021-12-02 15:09:56.395000+00:00,Toulon-Hyères Airport,Paris-Le Bourget Airport,1h42min,101.63,862.5,2.2,716.0,FR,FR,Toulon-Hyères Airport - Paris-Le Bourget Airport,LFTH,LFPB,43.008449,5.974339,48.963458,2.445614,3678.0,76.0,output\F-HRIB\2021-12-02\leg_2\F-HRIB_baro_2021-12-02_leg_2.csv
Valljet,F-HRIB,39C501,2021-12-02,2021-12-02 06:12:59.595000+00:00,2021-12-02 07:18:16.095000+00:00,Paris-Le Bourget Airport,Le Castellet Airport,1h05min,65.27,553.9,1.4,671.0,FR,FR,Paris-Le Bourget Airport - Le Castellet Airport,LFPB,LFMQ,48.95929,2.408189,43.435286,5.932094,724.0,3052.0,output\F-HRIB\2021-12-02\leg_1\F-HRIB_baro_2021-12-02_leg_1.csv
Valljet,F-HRIB,39C501,2021-11-16,2021-11-16 10:57:33.919000+00:00,2021-11-16 12:26:01.919000+00:00,Leipzig/Halle Airport,Paris-Le Bourget Airport,1h28min,88.47,750.8,1.9,749.0,DE,FR,Leipzig/Halle Airport - Paris-Le Bourget Airport,EDDP,LFPB,51.431122,12.216055,48.96524,2.449458,54.0,4.0,output\F-HRIB\2021-11-16\leg_2\F-HRIB_baro_2021-11-16_leg_2.csv
Valljet,F-HRIB,39C501,2021-11-16,2021-11-16 08:27:09.919000+00:00,2021-11-16 09:57:26.619000+00:00,Paris-Le Bourget Airport,Leipzig/Halle Airport,1h30min,90.27,766.1,2.0,750.0,FR,DE,Paris-Le Bourget Airport - Leipzig/Halle Airport,LFPB,EDDP,48.96405,2.445514,51.428957,12.233734,-38.0,110.0,output\F-HRIB\2021-11-16\leg_1\F-HRIB_baro_2021-11-16_leg_1.csv
Valljet,F-HRIB,39C501,2021-11-13,2021-11-13 13:01:54.294000+00:00,2021-11-13 14:03:50.694000+00:00,London Luton Airport,Paris-Le Bourget Airport,1h02min,61.93,525.6,1.3,381.0,GB,FR,London Luton Airport - Paris-Le Bourget Airport,EGGW,LFPB,51.877579,-0.377618,48.962128,2.440162,130.0,91.0,output\F-HRIB\2021-11-13\leg_1\F-HRIB_baro_2021-11-13_leg_1.csv
Valljet,F-HRIB,39C501,2021-11-12,2021-11-12 18:50:19.361000+00:00,2021-11-12 19:57:58.461000+00:00,Paris-Le Bourget Airport,Zurich Airport,1h08min,67.65,574.1,1.5,485.0,FR,CH,Paris-Le Bourget Airport - Zurich Airport,LFPB,LSZH,48.963684,2.445374,47.453908,8.573702,30.0,389.0,output\F-HRIB\2021-11-12\leg_2\F-HRIB_baro_2021-11-12_leg_2.csv
Valljet,F-HRIB,39C501,2021-11-12,2021-11-12 16:41:10.261000+00:00,2021-11-12 17:43:45.561000+00:00,London Biggin Hill Airport,Paris-Le Bourget Airport,1h03min,62.58,531.1,1.4,315.0,GB,FR,London Biggin Hill Airport - Paris-Le Bourget Airport,EGKB,LFPB,51.332336,0.030806,48.963455,2.445514,206.0,30.0,output\F-HRIB\2021-11-12\leg_1\F-HRIB_baro_2021-11-12_leg_1.csv
Valljet,F-HRIB,39C501,2021-11-11,2021-11-11 11:08:22.652000+00:00,2021-11-11 11:28:11.752000+00:00,Rennes-Saint-Jacques Airport,Rennes-Saint-Jacques Airport,20min,19.82,168.2,0.4,1.0,FR,FR,Rennes-Saint-Jacques Airport - Rennes-Saint-Jacques Airport,LFRN,LFRN,48.073239,-1.742389,48.074263,-1.751122,-61.0,-22.0,output\F-HRIB\2021-11-11\leg_1\F-HRIB_baro_2021-11-11_leg_1.csv
Valljet,F-HRIB,39C501,2021-11-10,2021-11-10 14:28:21.566000+00:00,2021-11-10 15:40:34.866000+00:00,Geneva Cointrin International Airport,Cholet Le Pontreau Airport,1h12min,72.22,612.9,1.6,545.0,CH,FR,Geneva Cointrin International Airport - Cholet Le Pontreau Airport,LSGG,LFOU,46.236148,6.100021,47.061264,-0.918182,351.0,358.0,output\F-HRIB\2021-11-10\leg_2\F-HRIB_baro_2021-11-10_leg_2.csv
Valljet,F-HRIB,39C501,2021-11-10,2021-11-10 08:56:30.965000+00:00,2021-11-10 11:02:17.965000+00:00,Paris-Le Bourget Airport,Geneva Cointrin International Airport,2h06min,125.78,1067.5,2.7,409.0,FR,CH,Paris-Le Bourget Airport - Geneva Cointrin International Airport,LFPB,LSGG,48.962265,2.441007,46.236145,6.099958,-53.0,343.0,output\F-HRIB\2021-11-10\leg_1\F-HRIB_baro_2021-11-10_leg_1.csv
